Pedido_ID;Data_Pedido;Cliente_ID;Cidade;UF;Regiao;Categoria_Produto;Produto;Quantidade;Valor_Unitario_R$;Valor_Total_R$;Canal_Marketing;Desconto_%;Frete_R$;Status_Pedido;Avaliacao_1a5;Tempo_Entrega_Dias;Reclamacao
PED-0507;12/04/2024;CLI-5122;Campo Grande;GO;Centro-Oeste;Casa;Almofada;1;3268,14;3268,14;Facebook Ads;0;13,98;Devolvido;;8;
PED-0508;10/04/2023;CLI-2637;Maringá;SC;Sul;Brinquedos;Jogo de Tabuleiro;4;2604,04;10416,16;E-mail Marketing;5;20,10;Devolvido;;1;
PED-0509;02/10/2023;CLI-6646;Osasco;RJ;Sudeste;Brinquedos;Carrinho;2;3035,66;6071,32;TikTok Ads;20;12,55;Em Transporte;;;
PED-0510;16/05/2023;CLI-4408;Salvador;DF;Centro-Oeste;Eletrônicos;Tablet;3;3282,85;9848,55;E-mail Marketing;30;1,82;Devolvido;;16;
PED-0511;17/03/2024;CLI-9427;Salvador;CE;Nordeste;Eletrônicos;Notebook;3;1560,63;4681,89;Instagram Ads;10;12,21;Em Transporte;;;
PED-0512;16/06/2023;CLI-8187;Juiz de Fora;AL;Nordeste;Moda;Camiseta;5;1973,66;9868,30;YouTube Ads;0;10,00;Cancelado;;;
PED-0513;15/11/2023;CLI-9534;Belo Horizonte;SC;Sul;Brinquedos;Carrinho;2;2664,84;5329,68;E-mail Marketing;15;17,45;Devolvido;;11;
PED-0514;16/08/2023;CLI-6169;Maringá;MG;Sudeste;Livros;HQ/Mangá;5;2379,90;11899,50;Google Ads;20;2,19;Em Transporte;;;
PED-0515;13/02/2024;CLI-9334;Santos;PA;Norte;Brinquedos;Carrinho;3;1443,54;4330,62;Google Ads;25;0,34;Processando;;;
PED-0516;04/08/2023;CLI-1455;Maceió;PB;Nordeste;Esportes;Bola;1;2211,92;2211,92;TikTok Ads;10;30,68;Cancelado;;;
PED-0517;06/09/2024;CLI-5490;Juiz de Fora;RR;Norte;Esportes;Bola;2;3339,36;6678,72;E-mail Marketing;10;26,04;Devolvido;;22;
PED-0518;23/04/2024;CLI-5449;Belém;PI;Nordeste;Esportes;Tapete Yoga;5;2888,08;14440,40;Facebook Ads;30;31,36;Cancelado;;;
PED-0519;14/03/2024;CLI-6384;Niterói;TO;Norte;Livros;Autoajuda;5;2455,21;12276,05;TikTok Ads;0;27,28;Devolvido;;11;
PED-0520;24/09/2023;CLI-8111;Maceió;MG;Sudeste;Eletrônicos;Fone Bluetooth;2;908,05;1816,10;YouTube Ads;20;4,54;Entregue;4;21;Não
PED-0521;13/08/2024;CLI-6937;Porto Alegre;SP;Sudeste;Brinquedos;Carrinho;1;1357,08;1357,08;Influenciador;10;6,96;Em Transporte;;;
PED-0522;10/10/2024;CLI-7619;Osasco;GO;Centro-Oeste;Casa;Vaso Decorativo;3;260,60;781,80;YouTube Ads;25;6,94;Em Transporte;;;
PED-0523;07/02/2024;CLI-7801;Maceió;MT;Centro-Oeste;Eletrônicos;Fone Bluetooth;4;23,27;93,08;Facebook Ads;30;25,19;Devolvido;;14;
PED-0524;22/02/2024;CLI-4495;Teresina;CE;Nordeste;Beleza;Hidratante;2;739,12;1478,24;E-mail Marketing;20;21,84;Devolvido;;24;
PED-0525;27/12/2024;CLI-4460;Joinville;AM;Norte;Moda;Relógio;1;2897,92;2897,92;Instagram Ads;0;48,50;Devolvido;;1;
PED-0526;31/10/2023;CLI-6785;Teresina;TO;Norte;Eletrônicos;Tablet;4;2726,51;10906,04;Instagram Ads;10;32,59;Entregue;1;25;Não
PED-0527;01/08/2023;CLI-5647;Feira de Santana;CE;Nordeste;Alimentos;Kit Fitness;3;309,33;927,99;YouTube Ads;10;43,52;Processando;;;
PED-0528;14/03/2023;CLI-6543;Joinville;AM;Norte;Esportes;Garrafa Térmica;2;2134,85;4269,70;Google Ads;0;9,78;Cancelado;;;
PED-0529;21/06/2023;CLI-8428;Salvador;RN;Nordeste;Alimentos;Kit Fitness;1;306,43;306,43;YouTube Ads;5;24,30;Em Transporte;;;
PED-0530;24/06/2024;CLI-4349;Belém;RJ;Sudeste;Brinquedos;Carrinho;5;2667,11;13335,55;Facebook Ads;10;4,69;Processando;;;
PED-0531;10/09/2023;CLI-4728;Porto Velho;MS;Centro-Oeste;Esportes;Tapete Yoga;4;1789,72;7158,88;E-mail Marketing;0;21,08;Cancelado;;;
PED-0532;31/12/2023;CLI-4718;Joinville;MG;Sudeste;Alimentos;Café Especial;3;393,22;1179,66;Google Ads;0;48,09;Devolvido;;10;
PED-0533;09/07/2023;CLI-6915;Feira de Santana;PR;Sul;Moda;Camiseta;4;3074,98;12299,92;Facebook Ads;15;35,53;Em Transporte;;;
PED-0534;03/04/2024;CLI-7007;Teresina;AM;Norte;Eletrônicos;Tablet;3;2863,80;8591,40;YouTube Ads;20;20,48;Cancelado;;;
PED-0535;01/11/2023;CLI-3396;Rio de Janeiro;PA;Norte;Alimentos;Cesta Orgânica;1;647,89;647,89;Orgânico;15;11,72;Processando;;;
PED-0536;27/11/2023;CLI-5330;Porto Alegre;AC;Norte;Alimentos;Café Especial;5;1718,37;8591,85;Orgânico;10;26,24;Em Transporte;;;
PED-0537;11/08/2024;CLI-4029;Teresina;CE;Nordeste;Moda;Camiseta;2;2296,06;4592,12;TikTok Ads;5;29,16;Em Transporte;;;
PED-0538;12/07/2024;CLI-3488;Ribeirão Preto;PE;Nordeste;Brinquedos;Carrinho;4;1897,80;7591,20;YouTube Ads;10;6,20;Em Transporte;;;
PED-0539;19/11/2023;CLI-1219;São Luís;MS;Centro-Oeste;Brinquedos;Jogo de Tabuleiro;2;865,06;1730,12;Influenciador;0;49,44;Em Transporte;;;
PED-0540;23/08/2024;CLI-8231;São José dos Campos;TO;Norte;Alimentos;Chocolate;1;3320,61;3320,61;Google Ads;30;14,52;Processando;;;
PED-0541;30/05/2024;CLI-9202;Ribeirão Preto;PE;Nordeste;Alimentos;Cesta Orgânica;2;366,84;733,68;E-mail Marketing;25;23,77;Devolvido;;22;
PED-0542;26/07/2023;CLI-4972;Salvador;ES;Sudeste;Esportes;Tênis Corrida;3;1364,98;4094,94;Google Ads;5;40,06;Devolvido;;13;
PED-0543;23/07/2024;CLI-1158;Santos;PR;Sul;Eletrônicos;Fone Bluetooth;5;182,69;913,45;E-mail Marketing;15;41,26;Em Transporte;;;
PED-0544;14/01/2023;CLI-8111;Rio de Janeiro;SE;Nordeste;Beleza;Maquiagem;3;1332,13;3996,39;Facebook Ads;25;22,51;Em Transporte;;;
PED-0545;22/02/2023;CLI-1128;Osasco;RJ;Sudeste;Moda;Calça Jeans;2;3299,54;6599,08;Google Ads;10;33,07;Devolvido;;7;
PED-0546;07/03/2023;CLI-1238;Brasília;SE;Nordeste;Beleza;Shampoo;5;186,30;931,50;TikTok Ads;5;30,12;Devolvido;;21;
PED-0547;23/02/2024;CLI-3809;Porto Alegre;DF;Centro-Oeste;Moda;Relógio;1;2242,09;2242,09;Instagram Ads;25;21,01;Cancelado;;;
PED-0548;18/01/2024;CLI-6636;São Luís;PI;Nordeste;Beleza;Protetor Solar;2;2603,68;5207,36;Influenciador;30;29,84;Processando;;;
PED-0549;03/06/2024;CLI-9085;Maceió;MA;Nordeste;Alimentos;Vinho;5;3074,15;15370,75;E-mail Marketing;0;27,60;Cancelado;;;
PED-0550;22/05/2023;CLI-2863;Campo Grande;PB;Nordeste;Livros;Autoajuda;5;703,05;3515,25;TikTok Ads;10;27,72;Entregue;2;18;Não
PED-0551;25/09/2023;CLI-8451;Porto Alegre;PE;Nordeste;Livros;Autoajuda;3;2742,78;8228,34;Facebook Ads;0;40,33;Cancelado;;;
PED-0552;10/06/2024;CLI-6668;Porto Velho;AM;Norte;Brinquedos;Quebra-Cabeça;1;2868,98;2868,98;Orgânico;0;39,31;Processando;;;
PED-0553;18/10/2024;CLI-1168;Porto Alegre;RJ;Sudeste;Eletrônicos;Smartphone;5;2637,14;13185,70;Facebook Ads;0;42,70;Cancelado;;;
PED-0554;06/02/2023;CLI-8514;Manaus;RJ;Sudeste;Esportes;Tênis Corrida;5;3097,40;15487,00;E-mail Marketing;0;26,21;Entregue;1;16;Não
PED-0555;04/01/2024;CLI-9017;Maceió;PR;Sul;Brinquedos;Boneca;2;2009,70;4019,40;YouTube Ads;0;13,99;Entregue;5;21;Não
PED-0556;15/03/2023;CLI-9621;João Pessoa;ES;Sudeste;Casa;Almofada;1;706,22;706,22;Influenciador;15;14,15;Processando;;;
PED-0557;04/05/2023;CLI-5094;Uberlândia;SE;Nordeste;Casa;Vaso Decorativo;4;1538,41;6153,64;E-mail Marketing;0;41,76;Cancelado;;;
PED-0558;06/03/2023;CLI-5074;Santos;SE;Nordeste;Alimentos;Kit Fitness;1;2742,71;2742,71;E-mail Marketing;0;21,65;Processando;;;
PED-0559;24/03/2023;CLI-4419;São Luís;PI;Nordeste;Esportes;Tapete Yoga;3;2548,10;7644,30;E-mail Marketing;0;26,09;Cancelado;;;
PED-0560;29/03/2024;CLI-7373;Recife;CE;Nordeste;Esportes;Bola;4;2398,35;9593,40;Instagram Ads;10;22,32;Processando;;;
PED-0561;04/12/2023;CLI-5827;Salvador;TO;Norte;Esportes;Garrafa Térmica;4;3235,81;12943,24;YouTube Ads;10;44,17;Entregue;5;5;Sim
PED-0562;08/12/2024;CLI-5990;Curitiba;PE;Nordeste;Esportes;Garrafa Térmica;5;1143,52;5717,60;Orgânico;30;6,14;Devolvido;;21;
PED-0563;13/06/2024;CLI-7903;Campo Grande;TO;Norte;Beleza;Protetor Solar;5;411,52;2057,60;Facebook Ads;0;24,16;Entregue;1;11;Não
PED-0564;28/11/2024;CLI-2311;Vitória;PA;Norte;Casa;Vaso Decorativo;5;2591,61;12958,05;Facebook Ads;5;11,35;Cancelado;;;
PED-0565;30/05/2023;CLI-3700;Porto Velho;GO;Centro-Oeste;Brinquedos;Carrinho;5;1459,23;7296,15;Google Ads;10;0,63;Processando;;;
PED-0566;12/12/2023;CLI-1299;Londrina;RS;Sul;Brinquedos;Boneca;1;2176,62;2176,62;Influenciador;30;22,44;Entregue;3;7;Não
PED-0567;01/08/2024;CLI-2569;Londrina;AP;Norte;Livros;Autoajuda;1;2794,67;2794,67;Google Ads;15;47,77;Cancelado;;;
PED-0568;29/10/2023;CLI-5822;Niterói;BA;Nordeste;Brinquedos;Jogo de Tabuleiro;1;754,61;754,61;YouTube Ads;15;20,91;Devolvido;;20;
PED-0569;04/08/2024;CLI-4779;Teresina;RR;Norte;Alimentos;Kit Fitness;5;220,02;1100,10;Influenciador;30;15,71;Entregue;4;6;Não
PED-0570;22/07/2024;CLI-7807;Guarulhos;AM;Norte;Moda;Calça Jeans;3;719,03;2157,09;Facebook Ads;10;7,64;Entregue;4;1;Não
PED-0571;27/01/2024;CLI-3402;Porto Velho;MT;Centro-Oeste;Eletrônicos;Smart Watch;3;2999,71;8999,13;Google Ads;10;44,56;Processando;;;
PED-0572;01/11/2023;CLI-1000;Niterói;SE;Nordeste;Brinquedos;Boneca;2;1256,28;2512,56;YouTube Ads;5;12,27;Entregue;2;4;Não
PED-0573;06/04/2024;CLI-4010;Porto Velho;SP;Sudeste;Esportes;Tapete Yoga;4;664,81;2659,24;Facebook Ads;25;1,91;Processando;;;
PED-0574;06/03/2024;CLI-5281;Sorocaba;PR;Sul;Moda;Bolsa;3;744,04;2232,12;Orgânico;10;39,99;Devolvido;;20;
PED-0575;11/09/2024;CLI-6025;São José dos Campos;AC;Norte;Livros;HQ/Mangá;1;3097,75;3097,75;Facebook Ads;30;26,12;Entregue;4;15;Não
PED-0576;11/09/2024;CLI-8918;Niterói;DF;Centro-Oeste;Casa;Quadro;2;742,96;1485,92;E-mail Marketing;5;39,96;Em Transporte;;;
PED-0577;24/12/2023;CLI-2895;João Pessoa;SP;Sudeste;Casa;Almofada;3;2768,64;8305,92;Orgânico;15;34,61;Em Transporte;;;
PED-0578;22/10/2023;CLI-1180;São José dos Campos;RR;Norte;Alimentos;Chocolate;2;1814,32;3628,64;Facebook Ads;25;27,35;Em Transporte;;;
PED-0579;24/11/2024;CLI-7270;Juiz de Fora;PE;Nordeste;Casa;Vaso Decorativo;1;3437,82;3437,82;TikTok Ads;20;46,24;Em Transporte;;;
PED-0580;11/03/2023;CLI-4592;Osasco;AL;Nordeste;Eletrônicos;Smart Watch;1;1971,98;1971,98;E-mail Marketing;0;36,63;Devolvido;;9;
PED-0581;13/10/2024;CLI-3241;Uberlândia;GO;Centro-Oeste;Esportes;Tênis Corrida;5;2087,12;10435,60;Facebook Ads;25;37,18;Processando;;;
PED-0582;09/12/2024;CLI-4861;Teresina;PE;Nordeste;Esportes;Tapete Yoga;4;649,00;2596,00;Influenciador;0;14,63;Entregue;5;11;Não
PED-0583;15/02/2024;CLI-6703;Joinville;PA;Norte;Moda;Camiseta;5;3130,21;15651,05;E-mail Marketing;15;21,43;Entregue;5;1;Não
PED-0584;11/09/2024;CLI-6653;Florianópolis;GO;Centro-Oeste;Livros;HQ/Mangá;2;2864,91;5729,82;Influenciador;5;16,29;Em Transporte;;;
PED-0585;06/03/2024;CLI-2234;Florianópolis;RJ;Sudeste;Casa;Vaso Decorativo;5;3229,29;16146,45;Google Ads;20;32,11;Devolvido;;5;
PED-0586;15/12/2023;CLI-1734;Osasco;MG;Sudeste;Eletrônicos;Notebook;4;3187,36;12749,44;Instagram Ads;25;15,84;Devolvido;;8;
PED-0587;21/11/2023;CLI-4387;Joinville;DF;Centro-Oeste;Casa;Almofada;3;648,60;1945,80;Google Ads;0;0,13;Cancelado;;;
PED-0588;19/05/2024;CLI-7879;Niterói;RN;Nordeste;Esportes;Haltere;5;2782,15;13910,75;TikTok Ads;0;27,17;Devolvido;;8;
PED-0589;12/02/2023;CLI-1767;Aparecida de Goiânia;RS;Sul;Livros;Não-Ficção;2;3040,15;6080,30;TikTok Ads;10;39,64;Cancelado;;;
PED-0590;10/12/2023;CLI-5433;Santos;AP;Norte;Livros;Não-Ficção;2;2481,60;4963,20;Influenciador;20;5,11;Processando;;;
PED-0591;30/10/2024;CLI-7420;Uberlândia;MT;Centro-Oeste;Brinquedos;Carrinho;4;298,69;1194,76;Orgânico;0;38,76;Em Transporte;;;
PED-0592;15/10/2024;CLI-2902;São Paulo;AC;Norte;Eletrônicos;Smart Watch;2;446,00;892,00;Instagram Ads;10;38,75;Processando;;;
PED-0593;11/03/2024;CLI-4342;Niterói;ES;Sudeste;Brinquedos;Quebra-Cabeça;5;724,64;3623,20;Orgânico;0;15,11;Processando;;;
PED-0594;14/12/2023;CLI-3980;Santos;MG;Sudeste;Alimentos;Kit Fitness;3;1643,69;4931,07;Instagram Ads;25;44,43;Processando;;;
PED-0595;03/05/2023;CLI-6094;Ribeirão Preto;RO;Norte;Eletrônicos;Fone Bluetooth;1;1311,14;1311,14;Facebook Ads;5;24,24;Em Transporte;;;
PED-0596;21/10/2023;CLI-7008;Salvador;RR;Norte;Livros;HQ/Mangá;2;1271,86;2543,72;Orgânico;30;43,86;Devolvido;;6;
PED-0597;07/08/2023;CLI-7415;Porto Alegre;BA;Nordeste;Casa;Quadro;4;2291,50;9166,00;YouTube Ads;0;11,53;Devolvido;;20;
PED-0598;04/11/2024;CLI-7267;Santos;RN;Nordeste;Esportes;Tapete Yoga;3;1382,56;4147,68;Influenciador;0;39,76;Processando;;;
PED-0599;02/11/2023;CLI-8631;Florianópolis;RN;Nordeste;Esportes;Tapete Yoga;3;2146,56;6439,68;YouTube Ads;30;39,19;Devolvido;;21;
PED-0600;21/08/2023;CLI-8479;Fortaleza;RO;Norte;Livros;Não-Ficção;4;701,66;2806,64;Google Ads;0;40,14;Devolvido;;5;
PED-0601;04/05/2024;CLI-8210;Porto Alegre;RS;Sul;Brinquedos;Lego;1;2212,62;2212,62;Influenciador;25;29,64;Cancelado;;;
PED-0602;12/05/2024;CLI-2102;Belém;PA;Norte;Brinquedos;Boneca;4;1179,10;4716,40;YouTube Ads;10;44,07;Entregue;3;1;Não
PED-0603;21/09/2023;CLI-1129;São Paulo;PA;Norte;Beleza;Hidratante;4;519,52;2078,08;Instagram Ads;0;36,16;Em Transporte;;;
PED-0604;15/08/2023;CLI-1368;Maringá;AC;Norte;Alimentos;Café Especial;2;72,82;145,64;Influenciador;10;3,08;Cancelado;;;
PED-0605;08/02/2024;CLI-4880;São Luís;RR;Norte;Livros;Não-Ficção;4;1855,11;7420,44;Influenciador;10;2,11;Em Transporte;;;
PED-0606;11/11/2024;CLI-5252;Fortaleza;RR;Norte;Alimentos;Kit Fitness;4;498,76;1995,04;E-mail Marketing;25;14,66;Entregue;2;1;Não
PED-0607;18/05/2024;CLI-6263;Salvador;RN;Nordeste;Moda;Relógio;4;1171,90;4687,60;Influenciador;20;32,68;Processando;;;
PED-0608;16/01/2023;CLI-5797;Uberlândia;MG;Sudeste;Alimentos;Chocolate;5;166,96;834,80;Influenciador;25;17,46;Processando;;;
PED-0609;07/12/2023;CLI-3913;Niterói;DF;Centro-Oeste;Livros;Autoajuda;1;983,45;983,45;Orgânico;5;49,97;Devolvido;;12;
PED-0610;31/03/2024;CLI-8724;Niterói;MG;Sudeste;Moda;Calça Jeans;1;799,65;799,65;TikTok Ads;0;5,31;Cancelado;;;
PED-0611;30/01/2024;CLI-8202;Uberlândia;DF;Centro-Oeste;Moda;Relógio;5;986,55;4932,75;Instagram Ads;15;24,69;Processando;;;
PED-0612;22/07/2023;CLI-2017;Porto Velho;RJ;Sudeste;Casa;Quadro;1;2516,68;2516,68;Influenciador;15;33,21;Processando;;;
PED-0613;14/03/2023;CLI-3568;Juiz de Fora;SC;Sul;Livros;Autoajuda;2;2080,26;4160,52;E-mail Marketing;0;44,50;Em Transporte;;;
PED-0614;14/11/2023;CLI-2570;Belém;MG;Sudeste;Eletrônicos;Notebook;3;3132,48;9397,44;Orgânico;5;16,10;Processando;;;
PED-0615;03/01/2024;CLI-6137;Ribeirão Preto;SE;Nordeste;Eletrônicos;Smartphone;2;452,92;905,84;Orgânico;15;24,27;Processando;;;
PED-0616;16/07/2024;CLI-5201;Joinville;AC;Norte;Brinquedos;Jogo de Tabuleiro;5;2666,47;13332,35;TikTok Ads;20;10,59;Entregue;2;23;Sim
PED-0617;25/10/2024;CLI-7044;Cuiabá;CE;Nordeste;Brinquedos;Quebra-Cabeça;5;2675,04;13375,20;TikTok Ads;25;9,04;Cancelado;;;
PED-0618;30/05/2024;CLI-1083;Recife;RS;Sul;Eletrônicos;Notebook;1;3482,58;3482,58;Orgânico;30;1,45;Entregue;5;22;Não
PED-0619;26/03/2024;CLI-9933;Porto Velho;ES;Sudeste;Eletrônicos;Smart Watch;5;241,24;1206,20;Google Ads;25;17,18;Processando;;;
PED-0620;11/04/2024;CLI-4769;Campinas;RS;Sul;Moda;Tênis;2;1119,01;2238,02;YouTube Ads;10;49,19;Em Transporte;;;
PED-0621;21/12/2023;CLI-2339;Brasília;MT;Centro-Oeste;Livros;Não-Ficção;3;322,85;968,55;YouTube Ads;30;29,86;Cancelado;;;
PED-0622;09/07/2024;CLI-6185;Campinas;TO;Norte;Eletrônicos;Tablet;2;582,58;1165,16;TikTok Ads;20;47,54;Processando;;;
PED-0623;14/05/2023;CLI-4863;Ribeirão Preto;AM;Norte;Esportes;Haltere;5;679,63;3398,15;Influenciador;20;22,52;Entregue;5;22;Não
PED-0624;04/12/2023;CLI-4098;Campinas;PR;Sul;Livros;Romance;2;547,45;1094,90;Influenciador;10;39,50;Devolvido;;9;
PED-0625;27/02/2024;CLI-2002;São Paulo;TO;Norte;Livros;HQ/Mangá;1;3428,50;3428,50;Facebook Ads;0;40,28;Processando;;;
PED-0626;31/05/2024;CLI-7234;Ribeirão Preto;RJ;Sudeste;Alimentos;Kit Fitness;4;238,72;954,88;Orgânico;25;44,83;Cancelado;;;
PED-0627;12/11/2024;CLI-9055;Goiânia;PE;Nordeste;Alimentos;Chocolate;1;1912,78;1912,78;Instagram Ads;0;29,45;Devolvido;;21;
PED-0628;06/09/2023;CLI-8911;Recife;SE;Nordeste;Casa;Vaso Decorativo;2;1688,99;3377,98;YouTube Ads;5;24,01;Entregue;1;10;Não
PED-0629;17/06/2024;CLI-6964;Rio de Janeiro;RS;Sul;Brinquedos;Lego;5;1209,64;6048,20;Facebook Ads;30;20,21;Devolvido;;11;
PED-0630;17/12/2024;CLI-2301;Niterói;AP;Norte;Eletrônicos;Notebook;4;2238,46;8953,84;YouTube Ads;20;12,09;Processando;;;
PED-0631;19/03/2024;CLI-2486;Guarulhos;RO;Norte;Moda;Camiseta;4;1930,03;7720,12;Instagram Ads;10;20,64;Processando;;;
PED-0632;03/03/2024;CLI-2831;Manaus;SC;Sul;Eletrônicos;Smart Watch;5;1274,87;6374,35;YouTube Ads;0;31,15;Em Transporte;;;
PED-0633;12/06/2023;CLI-2716;Natal;AM;Norte;Moda;Relógio;3;812,56;2437,68;YouTube Ads;0;4,69;Cancelado;;;
PED-0634;23/01/2023;CLI-5001;Londrina;CE;Nordeste;Casa;Almofada;3;617,88;1853,64;Facebook Ads;20;15,06;Processando;;;
PED-0635;04/02/2023;CLI-1299;Sorocaba;BA;Nordeste;Casa;Almofada;4;1233,63;4934,52;YouTube Ads;0;14,16;Processando;;;
PED-0636;12/12/2023;CLI-8095;Campo Grande;RN;Nordeste;Casa;Almofada;4;2929,04;11716,16;Orgânico;5;5,45;Em Transporte;;;
PED-0637;06/01/2024;CLI-5530;Belo Horizonte;AM;Norte;Esportes;Tênis Corrida;4;361,70;1446,80;Instagram Ads;30;4,70;Em Transporte;;;
PED-0638;01/09/2024;CLI-1411;Vitória;DF;Centro-Oeste;Alimentos;Chocolate;4;261,18;1044,72;YouTube Ads;0;33,77;Cancelado;;;
PED-0639;30/07/2023;CLI-9510;Maringá;RN;Nordeste;Eletrônicos;Tablet;4;2708,81;10835,24;Influenciador;15;32,20;Devolvido;;20;
PED-0640;04/02/2024;CLI-3474;Aparecida de Goiânia;BA;Nordeste;Esportes;Bola;3;1962,09;5886,27;Google Ads;30;12,05;Devolvido;;12;
PED-0641;07/02/2024;CLI-2305;Brasília;PE;Nordeste;Brinquedos;Jogo de Tabuleiro;1;2503,22;2503,22;Orgânico;0;38,04;Entregue;3;12;Não
PED-0642;29/09/2024;CLI-1471;Recife;MS;Centro-Oeste;Brinquedos;Boneca;4;3010,29;12041,16;E-mail Marketing;20;37,46;Entregue;4;2;Não
PED-0643;05/10/2024;CLI-3588;Maringá;MS;Centro-Oeste;Eletrônicos;Fone Bluetooth;1;2857,95;2857,95;TikTok Ads;25;3,94;Processando;;;
PED-0644;20/04/2023;CLI-8082;Cuiabá;AL;Nordeste;Esportes;Tênis Corrida;2;2013,37;4026,74;Google Ads;20;0,33;Cancelado;;;
PED-0645;20/06/2023;CLI-2429;São José dos Campos;MT;Centro-Oeste;Moda;Calça Jeans;1;883,34;883,34;TikTok Ads;5;21,27;Cancelado;;;
PED-0646;13/08/2023;CLI-4387;Porto Velho;MT;Centro-Oeste;Alimentos;Kit Fitness;2;1516,71;3033,42;Orgânico;5;0,14;Devolvido;;12;
PED-0647;16/10/2023;CLI-3367;Florianópolis;MS;Centro-Oeste;Casa;Almofada;3;2548,79;7646,37;E-mail Marketing;5;38,90;Cancelado;;;
PED-0648;26/03/2023;CLI-6314;Niterói;PE;Nordeste;Eletrônicos;Smart Watch;2;1939,27;3878,54;TikTok Ads;0;1,42;Em Transporte;;;
PED-0649;12/07/2024;CLI-9710;Florianópolis;AC;Norte;Moda;Relógio;1;3225,19;3225,19;Influenciador;0;49,72;Cancelado;;;
PED-0650;30/04/2023;CLI-2309;Aparecida de Goiânia;TO;Norte;Beleza;Perfume;3;1118,38;3355,14;Orgânico;0;4,63;Cancelado;;;
PED-0651;01/06/2024;CLI-3090;Manaus;PE;Nordeste;Casa;Organizador;5;1264,56;6322,80;YouTube Ads;0;8,39;Processando;;;
PED-0652;14/10/2024;CLI-1639;Londrina;RR;Norte;Moda;Relógio;3;1482,05;4446,15;Influenciador;5;25,50;Cancelado;;;
PED-0653;21/10/2024;CLI-7160;Porto Alegre;MT;Centro-Oeste;Livros;Autoajuda;1;2447,08;2447,08;E-mail Marketing;25;46,34;Devolvido;;3;
PED-0654;29/06/2024;CLI-1543;Salvador;RN;Nordeste;Brinquedos;Boneca;3;3222,80;9668,40;Influenciador;20;7,27;Em Transporte;;;
PED-0655;19/05/2023;CLI-2712;Vitória;MS;Centro-Oeste;Alimentos;Chocolate;1;2355,16;2355,16;Orgânico;0;13,42;Devolvido;;17;
PED-0656;26/09/2023;CLI-8947;Sorocaba;MT;Centro-Oeste;Alimentos;Chocolate;4;2179,52;8718,08;Orgânico;5;36,23;Processando;;;
PED-0657;29/05/2023;CLI-8479;Curitiba;AC;Norte;Alimentos;Vinho;4;1429,73;5718,92;YouTube Ads;20;36,60;Cancelado;;;
PED-0658;04/10/2024;CLI-9491;Maceió;TO;Norte;Moda;Camiseta;1;1870,65;1870,65;Facebook Ads;5;9,61;Processando;;;
PED-0659;08/09/2024;CLI-5057;Goiânia;DF;Centro-Oeste;Alimentos;Kit Fitness;3;332,69;998,07;Facebook Ads;25;16,28;Processando;;;
PED-0660;11/10/2024;CLI-2410;Sorocaba;SC;Sul;Alimentos;Café Especial;5;2550,63;12753,15;Google Ads;30;30,06;Devolvido;;14;
PED-0661;30/12/2024;CLI-2795;São Luís;AL;Nordeste;Beleza;Perfume;2;2845,42;5690,84;TikTok Ads;5;48,82;Em Transporte;;;
PED-0662;29/03/2023;CLI-4107;Vitória;AC;Norte;Alimentos;Kit Fitness;4;3320,93;13283,72;Google Ads;20;26,65;Devolvido;;1;
PED-0663;24/11/2024;CLI-2131;Belém;SC;Sul;Moda;Calça Jeans;2;189,88;379,76;Influenciador;30;33,22;Cancelado;;;
PED-0664;20/04/2023;CLI-6922;São Luís;DF;Centro-Oeste;Brinquedos;Boneca;3;297,01;891,03;E-mail Marketing;25;48,81;Em Transporte;;;
PED-0665;12/08/2024;CLI-8387;Aracaju;MA;Nordeste;Alimentos;Vinho;2;2451,80;4903,60;Influenciador;30;9,88;Em Transporte;;;
PED-0666;13/01/2024;CLI-8332;Campinas;ES;Sudeste;Esportes;Bola;3;684,81;2054,43;Google Ads;5;21,05;Processando;;;
PED-0667;04/06/2023;CLI-8124;Niterói;MT;Centro-Oeste;Eletrônicos;Tablet;2;2908,72;5817,44;E-mail Marketing;0;2,83;Devolvido;;7;
PED-0668;19/07/2024;CLI-9911;Fortaleza;PR;Sul;Brinquedos;Boneca;2;65,82;131,64;Facebook Ads;0;31,50;Em Transporte;;;
PED-0669;27/06/2023;CLI-9446;São Luís;AP;Norte;Moda;Camiseta;1;3054,06;3054,06;YouTube Ads;15;23,73;Processando;;;
PED-0670;17/01/2024;CLI-8131;João Pessoa;PA;Norte;Esportes;Garrafa Térmica;1;874,87;874,87;Google Ads;30;39,88;Em Transporte;;;
PED-0671;20/01/2023;CLI-7896;Curitiba;AC;Norte;Casa;Quadro;2;975,64;1951,28;TikTok Ads;0;39,65;Entregue;4;24;Não
PED-0672;17/12/2024;CLI-4498;Recife;CE;Nordeste;Beleza;Perfume;4;1785,38;7141,52;Instagram Ads;20;36,61;Devolvido;;17;
PED-0673;26/04/2023;CLI-2386;Salvador;SE;Nordeste;Casa;Organizador;2;1718,82;3437,64;TikTok Ads;0;6,99;Devolvido;;2;
PED-0674;26/11/2024;CLI-7858;Curitiba;MA;Nordeste;Casa;Organizador;3;1933,30;5799,90;Orgânico;0;14,82;Processando;;;
PED-0675;07/07/2023;CLI-4710;Fortaleza;DF;Centro-Oeste;Esportes;Tapete Yoga;5;3297,81;16489,05;E-mail Marketing;10;10,02;Devolvido;;15;
