ID;Idade;Genero;Escolaridade;Renda_Faixa;Regiao;Plataforma_Principal;Horas_Dia_Media;Dispositivo_Principal;Freq_Uso_Noticias;Confianca_Midia_1a10;Compartilha_Noticias;Assina_Jornal_Digital;Gasto_Mensal_Midia_R$;Satisfacao_Conteudo_1a10;Cluster_Sugerido
560;29;Feminino;Superior Incompleto;2-5 SM;Nordeste;Instagram;4.4;Notebook;Raramente;4;Não;Sim;138.93;10;Consumidor Moderado
561;38;Masculino;Superior Incompleto;10-20 SM;Sudeste;YouTube;4.6;Notebook;Semanalmente;4;Sim;Não;123.19;4;Tradicional
562;59;Feminino;Superior Completo;2-5 SM;Norte;YouTube;2.5;Notebook;Semanalmente;7;Sim;Não;164.32;6;Heavy Digital
563;45;Feminino;Superior Completo;2-5 SM;Nordeste;Netflix;1.3;Smart TV;Diariamente;7;Sim;Não;19.88;3;Consumidor Moderado
564;31;Feminino;Superior Incompleto;Até 2 SM;Sul;Facebook;2.0;Notebook;Várias vezes ao dia;4;Não;Não;28.92;4;Consumidor Moderado
565;49;Feminino;Superior Completo;Até 2 SM;Centro-Oeste;WhatsApp;1.6;Notebook;Raramente;4;Sim;Não;102.23;8;Info Seeker
566;30;Masculino;Médio;2-5 SM;Nordeste;Netflix;2.8;Notebook;Raramente;3;Não;Não;58.2;7;Info Seeker
567;18;Feminino;Superior Incompleto;Até 2 SM;Norte;X/Twitter;7.1;Smartphone;Diariamente;4;Não;Não;157.05;6;Tradicional
568;22;Masculino;Superior Incompleto;2-5 SM;Centro-Oeste;Instagram;5.3;Tablet;Raramente;4;Não;Não;181.26;8;Heavy Digital
569;18;Feminino;Superior Incompleto;5-10 SM;Sul;Globoplay;5.1;Smartphone;Semanalmente;2;Não;Não;189.71;9;Consumidor Moderado
570;30;Masculino;Superior Completo;Até 2 SM;Norte;YouTube;5.4;Smartphone;Várias vezes ao dia;4;Não;Não;36.13;7;Heavy Digital
571;35;Feminino;Superior Incompleto;Até 2 SM;Nordeste;LinkedIn;2.8;Notebook;Raramente;6;Sim;Sim;13.45;5;Heavy Digital
572;55;Feminino;Superior Incompleto;2-5 SM;Nordeste;Facebook;1.8;Notebook;Nunca;6;Não;Sim;16.24;4;Consumidor Moderado
573;38;Feminino;Superior Incompleto;10-20 SM;Sudeste;LinkedIn;4.2;Smartphone;Raramente;3;Sim;Sim;104.95;4;Consumidor Moderado
574;32;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;TikTok;5.0;Smartphone;Semanalmente;3;Não;Sim;26.23;4;Consumidor Moderado
575;44;Masculino;Superior Completo;5-10 SM;Norte;WhatsApp;1.7;Tablet;Semanalmente;8;Não;Sim;189.62;6;Heavy Digital
576;18;Feminino;Superior Incompleto;Até 2 SM;Norte;X/Twitter;6.8;Smartphone;Raramente;5;Não;Não;36.47;8;Consumidor Moderado
577;37;Masculino;Pós-Graduação;10-20 SM;Sudeste;Netflix;3.7;Smartphone;Raramente;5;Não;Não;76.67;4;Consumidor Moderado
578;44;Feminino;Superior Incompleto;2-5 SM;Nordeste;Instagram;2.0;Tablet;Diariamente;8;Sim;Não;66.75;6;Heavy Digital
579;18;Masculino;Superior Completo;2-5 SM;Centro-Oeste;Instagram;5.4;Smartphone;Semanalmente;6;Não;Não;139.97;7;Tradicional
580;48;Masculino;Pós-Graduação;5-10 SM;Sul;Instagram;2.5;Smartphone;Diariamente;7;Não;Não;102.02;10;Info Seeker
581;39;Masculino;Superior Completo;2-5 SM;Centro-Oeste;LinkedIn;5.6;Smartphone;Raramente;5;Sim;Não;132.55;8;Tradicional
582;30;Feminino;Superior Completo;Até 2 SM;Nordeste;WhatsApp;3.7;Tablet;Várias vezes ao dia;4;Sim;Sim;67.89;6;Tradicional
583;42;Masculino;Superior Completo;Até 2 SM;Nordeste;Spotify;3.8;Smartphone;Raramente;5;Não;Sim;146.07;10;Consumidor Moderado
584;62;Feminino;Superior Completo;2-5 SM;Centro-Oeste;WhatsApp;2.5;Tablet;Nunca;5;Sim;Não;88.12;10;Consumidor Moderado
585;37;Masculino;Superior Incompleto;10-20 SM;Nordeste;LinkedIn;2.1;Notebook;Várias vezes ao dia;7;Não;Não;10.99;3;Heavy Digital
586;37;Feminino;Superior Incompleto;2-5 SM;Centro-Oeste;Instagram;4.9;Notebook;Raramente;5;Sim;Não;27.04;3;Heavy Digital
587;29;Feminino;Superior Completo;Até 2 SM;Norte;Instagram;3.6;Smart TV;Semanalmente;5;Não;Não;99.68;10;Consumidor Moderado
588;24;Feminino;Superior Completo;2-5 SM;Nordeste;Globoplay;4.7;Tablet;Raramente;6;Não;Não;19.79;4;Consumidor Moderado
589;44;Masculino;Médio;5-10 SM;Nordeste;Spotify;2.3;Smart TV;Diariamente;8;Não;Não;70.87;3;Consumidor Moderado
590;24;Feminino;Superior Completo;5-10 SM;Norte;Netflix;6.6;Smart TV;Raramente;3;Não;Não;194.23;7;Heavy Digital
591;35;Masculino;Médio;Até 2 SM;Norte;YouTube;5.8;Smartphone;Diariamente;5;Sim;Sim;150.98;3;Tradicional
592;29;Masculino;Médio;2-5 SM;Norte;YouTube;2.4;Notebook;Raramente;4;Sim;Não;197.9;9;Info Seeker
593;40;Masculino;Superior Completo;2-5 SM;Norte;Globoplay;2.6;Smartphone;Semanalmente;8;Sim;Não;108.55;9;Heavy Digital
594;39;Masculino;Médio;2-5 SM;Sul;X/Twitter;3.8;Tablet;Semanalmente;6;Sim;Não;150.12;7;Tradicional
595;47;Feminino;Superior Completo;2-5 SM;Norte;WhatsApp;1.6;Desktop;Nunca;8;Não;Não;72.53;4;Heavy Digital
596;28;Feminino;Médio;Acima 20 SM;Nordeste;Instagram;5.1;Smartphone;Diariamente;7;Sim;Não;90.23;6;Consumidor Moderado
597;31;Feminino;Médio;Até 2 SM;Centro-Oeste;Instagram;3.0;Desktop;Diariamente;6;Sim;Não;125.26;4;Info Seeker
598;23;Masculino;Fundamental;2-5 SM;Sudeste;LinkedIn;7.4;Tablet;Nunca;5;Não;Não;146.74;7;Tradicional
599;29;Feminino;Superior Incompleto;Até 2 SM;Norte;WhatsApp;2.4;Desktop;Várias vezes ao dia;3;Não;Não;180.58;8;Info Seeker
600;39;Masculino;Médio;Até 2 SM;Sul;Netflix;4.7;Smartphone;Semanalmente;6;Não;Não;124.46;9;Tradicional
601;44;Masculino;Fundamental;2-5 SM;Norte;TikTok;2.8;Smartphone;Raramente;7;Sim;Não;180.35;9;Tradicional
602;23;Masculino;Médio;5-10 SM;Norte;Instagram;6.9;Smartphone;Raramente;3;Sim;Sim;118.15;6;Info Seeker
603;45;Masculino;Superior Completo;Até 2 SM;Norte;Netflix;3.4;Tablet;Raramente;7;Não;Sim;34.25;10;Consumidor Moderado
604;51;Masculino;Superior Incompleto;Acima 20 SM;Norte;LinkedIn;3.2;Smartphone;Diariamente;6;Sim;Não;43.88;10;Consumidor Moderado
605;39;Masculino;Pós-Graduação;5-10 SM;Nordeste;Instagram;6.0;Smartphone;Nunca;5;Sim;Não;108.1;7;Tradicional
606;57;Feminino;Fundamental;5-10 SM;Nordeste;Facebook;1.5;Smartphone;Raramente;6;Não;Não;100.24;3;Tradicional
607;25;Feminino;Superior Completo;Até 2 SM;Centro-Oeste;TikTok;3.5;Smartphone;Raramente;6;Não;Não;116.0;7;Tradicional
608;20;Masculino;Médio;Até 2 SM;Norte;YouTube;3.1;Smart TV;Semanalmente;6;Sim;Sim;32.73;9;Consumidor Moderado
609;18;Feminino;Superior Completo;2-5 SM;Sudeste;TikTok;4.9;Smart TV;Raramente;2;Sim;Não;114.02;9;Consumidor Moderado
610;52;Masculino;Médio;2-5 SM;Nordeste;LinkedIn;1.8;Desktop;Nunca;7;Sim;Não;12.17;5;Consumidor Moderado
611;42;Masculino;Superior Completo;5-10 SM;Nordeste;LinkedIn;3.1;Smartphone;Nunca;7;Não;Não;120.61;6;Tradicional
612;34;Feminino;Superior Incompleto;5-10 SM;Nordeste;X/Twitter;3.0;Notebook;Diariamente;4;Não;Não;104.4;5;Consumidor Moderado
613;38;Feminino;Médio;Acima 20 SM;Norte;Netflix;2.8;Smartphone;Diariamente;6;Sim;Sim;161.65;6;Consumidor Moderado
614;21;Masculino;Superior Completo;Até 2 SM;Nordeste;Instagram;6.2;Smart TV;Semanalmente;3;Não;Não;6.1;6;Info Seeker
615;64;Feminino;Fundamental;2-5 SM;Nordeste;YouTube;2.8;Smartphone;Diariamente;9;Sim;Não;37.02;4;Info Seeker
616;36;Feminino;Superior Incompleto;2-5 SM;Nordeste;TikTok;3.8;Smartphone;Diariamente;6;Não;Não;106.55;4;Info Seeker
617;36;Feminino;Superior Incompleto;5-10 SM;Nordeste;YouTube;4.3;Tablet;Diariamente;5;Sim;Não;138.43;7;Heavy Digital
618;43;Masculino;Superior Completo;Até 2 SM;Norte;YouTube;1.8;Smartphone;Nunca;7;Não;Não;77.91;4;Consumidor Moderado
619;40;Feminino;Superior Completo;Até 2 SM;Centro-Oeste;LinkedIn;1.3;Smartphone;Semanalmente;8;Sim;Não;72.87;10;Heavy Digital
620;37;Masculino;Superior Completo;5-10 SM;Nordeste;TikTok;2.8;Notebook;Nunca;7;Sim;Sim;27.97;7;Info Seeker
621;25;Feminino;Superior Completo;Até 2 SM;Nordeste;Facebook;4.8;Notebook;Nunca;7;Não;Não;179.88;5;Tradicional
622;40;Feminino;Pós-Graduação;Até 2 SM;Centro-Oeste;Facebook;3.6;Smartphone;Várias vezes ao dia;6;Sim;Não;149.53;8;Tradicional
623;57;Feminino;Médio;Acima 20 SM;Nordeste;WhatsApp;1.5;Desktop;Nunca;7;Não;Sim;12.3;10;Tradicional
624;51;Masculino;Médio;2-5 SM;Sudeste;Facebook;2.3;Tablet;Raramente;5;Não;Sim;198.0;6;Heavy Digital
625;54;Masculino;Médio;Até 2 SM;Nordeste;Instagram;2.5;Desktop;Raramente;5;Não;Não;122.3;9;Tradicional
626;28;Masculino;Médio;10-20 SM;Sudeste;LinkedIn;4.8;Smartphone;Nunca;5;Não;Sim;86.97;4;Heavy Digital
627;23;Masculino;Superior Completo;5-10 SM;Nordeste;TikTok;7.4;Notebook;Várias vezes ao dia;2;Não;Não;176.92;8;Info Seeker
628;33;Feminino;Pós-Graduação;Até 2 SM;Sudeste;LinkedIn;5.6;Smartphone;Raramente;4;Sim;Não;25.43;7;Tradicional
629;35;Masculino;Superior Completo;2-5 SM;Sul;Globoplay;3.2;Smartphone;Várias vezes ao dia;3;Não;Não;119.94;6;Info Seeker
630;48;Masculino;Pós-Graduação;2-5 SM;Sudeste;Facebook;2.0;Smartphone;Raramente;8;Não;Não;2.6;9;Info Seeker
631;18;Feminino;Superior Incompleto;2-5 SM;Centro-Oeste;YouTube;3.6;Smartphone;Nunca;2;Não;Sim;165.49;3;Tradicional
632;53;Masculino;Médio;Até 2 SM;Sudeste;LinkedIn;1.7;Smartphone;Nunca;8;Não;Não;177.76;9;Heavy Digital
633;33;Feminino;Fundamental;Até 2 SM;Sudeste;Netflix;2.9;Smartphone;Várias vezes ao dia;4;Sim;Não;111.93;6;Tradicional
634;29;Masculino;Superior Completo;2-5 SM;Sudeste;Instagram;4.6;Smart TV;Nunca;3;Sim;Não;187.15;4;Consumidor Moderado
635;22;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;YouTube;3.1;Smart TV;Raramente;3;Sim;Não;180.89;3;Tradicional
636;18;Masculino;Médio;2-5 SM;Centro-Oeste;YouTube;5.3;Smartphone;Várias vezes ao dia;6;Não;Não;1.36;7;Consumidor Moderado
637;44;Masculino;Pós-Graduação;5-10 SM;Centro-Oeste;Netflix;2.1;Desktop;Diariamente;4;Não;Sim;78.95;8;Info Seeker
638;35;Masculino;Médio;Até 2 SM;Norte;LinkedIn;5.4;Smartphone;Semanalmente;5;Não;Não;85.64;10;Consumidor Moderado
639;19;Feminino;Médio;Até 2 SM;Sudeste;Instagram;7.0;Notebook;Raramente;6;Sim;Não;175.27;3;Tradicional
640;19;Feminino;Pós-Graduação;5-10 SM;Sudeste;X/Twitter;3.4;Smartphone;Várias vezes ao dia;6;Sim;Não;181.3;7;Consumidor Moderado
641;30;Feminino;Médio;Até 2 SM;Nordeste;X/Twitter;3.2;Smartphone;Nunca;5;Sim;Não;83.31;5;Heavy Digital
642;55;Masculino;Médio;10-20 SM;Nordeste;TikTok;2.3;Smartphone;Nunca;9;Não;Não;19.55;7;Consumidor Moderado
643;31;Masculino;Médio;5-10 SM;Nordeste;YouTube;4.1;Notebook;Diariamente;3;Não;Não;30.68;8;Consumidor Moderado
644;18;Masculino;Superior Incompleto;5-10 SM;Centro-Oeste;Netflix;7.5;Smart TV;Nunca;5;Sim;Sim;72.06;8;Info Seeker
645;32;Masculino;Médio;10-20 SM;Sul;X/Twitter;4.2;Smart TV;Semanalmente;5;Sim;Não;197.5;8;Consumidor Moderado
646;31;Masculino;Pós-Graduação;5-10 SM;Norte;WhatsApp;2.2;Smartphone;Várias vezes ao dia;6;Não;Não;195.97;4;Consumidor Moderado
647;18;Feminino;Médio;2-5 SM;Nordeste;X/Twitter;7.9;Tablet;Nunca;2;Sim;Sim;18.64;3;Info Seeker
648;34;Feminino;Médio;2-5 SM;Norte;Spotify;3.7;Smartphone;Semanalmente;4;Não;Não;174.75;9;Heavy Digital
649;32;Feminino;Médio;2-5 SM;Sudeste;WhatsApp;3.7;Smartphone;Diariamente;7;Sim;Não;159.51;6;Info Seeker
650;43;Masculino;Pós-Graduação;2-5 SM;Sul;Instagram;2.3;Smartphone;Várias vezes ao dia;5;Não;Não;62.41;5;Consumidor Moderado
651;57;Feminino;Superior Completo;5-10 SM;Sudeste;WhatsApp;2.4;Smartphone;Semanalmente;9;Sim;Não;135.51;6;Consumidor Moderado
652;48;Masculino;Superior Incompleto;2-5 SM;Norte;LinkedIn;3.8;Smartphone;Raramente;4;Não;Não;38.29;5;Tradicional
653;31;Feminino;Médio;2-5 SM;Sudeste;X/Twitter;5.6;Smart TV;Raramente;3;Não;Não;69.25;8;Tradicional
654;21;Feminino;Médio;2-5 SM;Nordeste;Globoplay;7.7;Desktop;Raramente;4;Sim;Não;61.49;7;Heavy Digital
655;65;Feminino;Médio;2-5 SM;Nordeste;TikTok;2.0;Smartphone;Raramente;9;Não;Não;169.72;9;Heavy Digital
656;35;Masculino;Superior Incompleto;2-5 SM;Sudeste;X/Twitter;3.1;Smartphone;Semanalmente;5;Sim;Não;132.51;7;Heavy Digital
657;35;Feminino;Fundamental;Acima 20 SM;Nordeste;WhatsApp;3.7;Desktop;Várias vezes ao dia;5;Não;Sim;166.4;9;Consumidor Moderado
658;34;Feminino;Pós-Graduação;5-10 SM;Norte;YouTube;3.3;Smartphone;Semanalmente;4;Sim;Sim;87.08;4;Consumidor Moderado
659;37;Masculino;Superior Incompleto;10-20 SM;Nordeste;Globoplay;3.4;Smartphone;Várias vezes ao dia;6;Não;Sim;53.43;10;Consumidor Moderado
660;33;Masculino;Superior Completo;5-10 SM;Norte;WhatsApp;3.9;Smartphone;Semanalmente;7;Sim;Não;19.73;8;Consumidor Moderado
661;28;Masculino;Fundamental;10-20 SM;Nordeste;Instagram;3.9;Smartphone;Raramente;4;Sim;Sim;173.79;3;Consumidor Moderado
662;28;Masculino;Superior Incompleto;2-5 SM;Sudeste;Spotify;4.1;Tablet;Diariamente;3;Não;Não;4.64;3;Consumidor Moderado
663;34;Masculino;Médio;Até 2 SM;Norte;X/Twitter;4.9;Notebook;Raramente;6;Não;Não;142.64;4;Tradicional
664;28;Masculino;Médio;Até 2 SM;Nordeste;Instagram;2.3;Smartphone;Raramente;7;Sim;Não;161.55;10;Heavy Digital
665;26;Feminino;Médio;Até 2 SM;Centro-Oeste;X/Twitter;2.9;Smartphone;Raramente;6;Não;Não;9.61;10;Heavy Digital
666;36;Feminino;Superior Completo;2-5 SM;Centro-Oeste;YouTube;2.6;Notebook;Várias vezes ao dia;6;Não;Não;68.8;6;Info Seeker
667;31;Feminino;Fundamental;5-10 SM;Sudeste;TikTok;2.8;Smartphone;Nunca;5;Não;Não;84.16;9;Info Seeker
668;53;Masculino;Médio;Até 2 SM;Sul;Instagram;2.7;Smartphone;Semanalmente;7;Não;Não;183.37;9;Consumidor Moderado
669;18;Feminino;Superior Incompleto;2-5 SM;Sudeste;Instagram;6.1;Notebook;Diariamente;2;Não;Não;177.04;5;Consumidor Moderado
670;48;Feminino;Médio;2-5 SM;Nordeste;WhatsApp;2.6;Smartphone;Raramente;8;Não;Não;107.55;8;Info Seeker
671;49;Masculino;Médio;2-5 SM;Nordeste;WhatsApp;3.7;Smartphone;Raramente;8;Sim;Não;124.53;10;Consumidor Moderado
672;18;Feminino;Superior Completo;2-5 SM;Centro-Oeste;YouTube;3.8;Smartphone;Nunca;6;Sim;Não;84.68;10;Heavy Digital
673;30;Feminino;Médio;2-5 SM;Norte;X/Twitter;2.3;Smart TV;Nunca;4;Não;Não;128.2;7;Heavy Digital
674;30;Masculino;Superior Completo;2-5 SM;Nordeste;YouTube;4.0;Desktop;Semanalmente;5;Não;Não;125.74;9;Info Seeker
675;18;Masculino;Médio;Até 2 SM;Centro-Oeste;TikTok;3.6;Tablet;Semanalmente;3;Não;Não;67.92;4;Consumidor Moderado
676;25;Masculino;Superior Completo;10-20 SM;Nordeste;Instagram;5.9;Smartphone;Nunca;6;Não;Não;161.84;5;Info Seeker
677;21;Feminino;Superior Incompleto;Até 2 SM;Centro-Oeste;TikTok;7.8;Smartphone;Várias vezes ao dia;5;Sim;Não;4.05;5;Info Seeker
678;56;Masculino;Fundamental;5-10 SM;Sul;YouTube;2.2;Notebook;Diariamente;7;Sim;Sim;71.02;7;Heavy Digital
679;46;Feminino;Superior Incompleto;Acima 20 SM;Nordeste;Netflix;2.2;Smartphone;Semanalmente;5;Sim;Não;94.96;8;Tradicional
680;50;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;WhatsApp;3.5;Smartphone;Várias vezes ao dia;7;Não;Não;135.8;8;Tradicional
681;43;Masculino;Pós-Graduação;5-10 SM;Norte;YouTube;2.3;Smartphone;Semanalmente;6;Sim;Não;122.17;3;Heavy Digital
682;21;Masculino;Pós-Graduação;10-20 SM;Sul;YouTube;6.7;Smartphone;Nunca;3;Não;Sim;140.64;4;Consumidor Moderado
683;28;Feminino;Superior Incompleto;5-10 SM;Sudeste;YouTube;3.8;Notebook;Várias vezes ao dia;7;Não;Não;65.95;7;Heavy Digital
684;40;Feminino;Superior Incompleto;2-5 SM;Norte;Facebook;1.0;Smart TV;Nunca;8;Não;Sim;139.17;9;Consumidor Moderado
685;20;Feminino;Superior Completo;Acima 20 SM;Sudeste;Globoplay;5.8;Smart TV;Várias vezes ao dia;6;Não;Não;58.08;10;Consumidor Moderado
686;43;Feminino;Superior Completo;Até 2 SM;Norte;YouTube;3.9;Smartphone;Semanalmente;4;Sim;Não;182.56;9;Info Seeker
687;32;Feminino;Fundamental;2-5 SM;Nordeste;YouTube;2.8;Desktop;Nunca;4;Sim;Não;100.32;8;Info Seeker
688;30;Masculino;Pós-Graduação;Até 2 SM;Norte;X/Twitter;2.9;Notebook;Raramente;3;Sim;Não;16.85;7;Info Seeker
689;43;Feminino;Médio;Até 2 SM;Centro-Oeste;LinkedIn;3.8;Smartphone;Semanalmente;6;Sim;Sim;9.04;6;Tradicional
690;40;Masculino;Superior Incompleto;2-5 SM;Norte;LinkedIn;2.4;Smart TV;Semanalmente;8;Não;Não;121.58;8;Info Seeker
691;30;Masculino;Superior Incompleto;5-10 SM;Nordeste;YouTube;5.6;Smartphone;Várias vezes ao dia;4;Sim;Não;193.05;9;Heavy Digital
692;48;Feminino;Médio;Até 2 SM;Nordeste;Facebook;3.3;Smartphone;Nunca;8;Não;Não;145.65;4;Consumidor Moderado
693;22;Masculino;Superior Completo;2-5 SM;Sudeste;Netflix;6.7;Smartphone;Várias vezes ao dia;4;Não;Não;95.84;7;Tradicional
694;42;Masculino;Pós-Graduação;Até 2 SM;Nordeste;X/Twitter;3.7;Smartphone;Raramente;7;Sim;Não;137.86;5;Consumidor Moderado
695;42;Feminino;Médio;Até 2 SM;Centro-Oeste;Facebook;3.2;Smart TV;Raramente;4;Sim;Não;27.65;6;Info Seeker
696;31;Feminino;Médio;2-5 SM;Sul;Facebook;4.9;Smartphone;Raramente;6;Não;Sim;113.68;4;Heavy Digital
697;38;Masculino;Médio;Até 2 SM;Nordeste;X/Twitter;5.1;Desktop;Várias vezes ao dia;6;Não;Não;32.28;10;Consumidor Moderado
698;19;Feminino;Médio;5-10 SM;Norte;TikTok;6.4;Smartphone;Várias vezes ao dia;4;Sim;Não;42.64;4;Consumidor Moderado
699;46;Masculino;Superior Incompleto;Até 2 SM;Nordeste;X/Twitter;2.1;Smartphone;Semanalmente;5;Não;Não;152.67;8;Consumidor Moderado
700;32;Feminino;Fundamental;Até 2 SM;Nordeste;X/Twitter;2.8;Smartphone;Diariamente;3;Sim;Não;173.74;8;Info Seeker
701;28;Feminino;Pós-Graduação;Até 2 SM;Sudeste;Spotify;3.7;Smart TV;Diariamente;6;Sim;Sim;18.29;9;Consumidor Moderado
702;47;Masculino;Superior Incompleto;2-5 SM;Nordeste;TikTok;2.6;Smartphone;Semanalmente;6;Não;Sim;176.1;3;Info Seeker
703;26;Masculino;Fundamental;5-10 SM;Norte;Netflix;5.8;Notebook;Diariamente;7;Não;Não;86.42;4;Heavy Digital
704;18;Masculino;Superior Completo;2-5 SM;Nordeste;YouTube;7.5;Smartphone;Nunca;3;Não;Sim;27.84;8;Tradicional
705;18;Feminino;Superior Incompleto;5-10 SM;Norte;YouTube;6.3;Notebook;Semanalmente;3;Não;Não;194.7;10;Consumidor Moderado
706;42;Masculino;Superior Completo;Até 2 SM;Sudeste;Globoplay;1.7;Notebook;Semanalmente;5;Sim;Não;17.67;6;Info Seeker
707;19;Masculino;Médio;Acima 20 SM;Sudeste;WhatsApp;3.4;Smartphone;Várias vezes ao dia;4;Não;Não;66.8;4;Consumidor Moderado
708;56;Feminino;Superior Incompleto;Até 2 SM;Nordeste;Facebook;1.0;Tablet;Semanalmente;6;Sim;Não;125.71;6;Info Seeker
709;18;Feminino;Médio;10-20 SM;Norte;Spotify;3.8;Smart TV;Semanalmente;3;Não;Não;40.54;10;Consumidor Moderado
710;55;Masculino;Médio;2-5 SM;Norte;Globoplay;2.0;Tablet;Diariamente;8;Sim;Não;141.85;3;Info Seeker
711;37;Feminino;Superior Completo;5-10 SM;Norte;Facebook;2.8;Smart TV;Nunca;4;Não;Não;165.97;3;Heavy Digital
712;33;Feminino;Fundamental;10-20 SM;Norte;Facebook;3.9;Smartphone;Várias vezes ao dia;7;Não;Não;61.64;10;Consumidor Moderado
713;28;Feminino;Superior Incompleto;2-5 SM;Norte;Globoplay;5.0;Notebook;Raramente;4;Sim;Não;176.13;5;Info Seeker
714;39;Masculino;Fundamental;Até 2 SM;Nordeste;WhatsApp;4.8;Smart TV;Raramente;3;Sim;Não;123.0;6;Heavy Digital
715;34;Masculino;Superior Incompleto;2-5 SM;Sudeste;Netflix;3.8;Tablet;Raramente;7;Não;Não;162.79;6;Consumidor Moderado
716;48;Masculino;Fundamental;2-5 SM;Sul;Globoplay;3.2;Smartphone;Diariamente;4;Não;Não;125.07;8;Tradicional
717;36;Feminino;Médio;2-5 SM;Norte;YouTube;5.5;Smart TV;Várias vezes ao dia;3;Não;Sim;9.14;6;Heavy Digital
718;36;Feminino;Superior Completo;Até 2 SM;Sul;WhatsApp;2.9;Notebook;Diariamente;7;Não;Não;116.51;10;Info Seeker
719;30;Masculino;Superior Incompleto;2-5 SM;Sudeste;WhatsApp;4.6;Smart TV;Nunca;7;Não;Não;1.54;7;Heavy Digital
720;34;Masculino;Médio;5-10 SM;Sudeste;X/Twitter;5.2;Desktop;Raramente;6;Sim;Não;4.73;9;Heavy Digital
721;38;Feminino;Superior Completo;2-5 SM;Norte;TikTok;2.3;Smartphone;Nunca;7;Não;Sim;34.64;4;Heavy Digital
722;18;Feminino;Médio;Até 2 SM;Norte;WhatsApp;5.6;Smartphone;Várias vezes ao dia;3;Não;Não;150.96;4;Tradicional
723;18;Masculino;Médio;Até 2 SM;Norte;YouTube;5.1;Smartphone;Semanalmente;3;Não;Não;173.6;7;Heavy Digital
724;43;Masculino;Superior Incompleto;5-10 SM;Nordeste;WhatsApp;3.5;Smartphone;Nunca;8;Sim;Não;52.74;4;Tradicional
725;37;Feminino;Pós-Graduação;5-10 SM;Norte;Instagram;3.5;Smartphone;Várias vezes ao dia;4;Não;Não;66.09;4;Info Seeker
726;32;Feminino;Médio;Até 2 SM;Norte;Facebook;2.9;Smart TV;Semanalmente;4;Não;Não;15.29;6;Consumidor Moderado
727;35;Feminino;Médio;2-5 SM;Nordeste;Instagram;5.4;Smartphone;Nunca;5;Sim;Não;160.49;6;Consumidor Moderado
728;39;Masculino;Superior Completo;5-10 SM;Nordeste;Instagram;5.2;Smartphone;Nunca;6;Sim;Não;164.62;5;Tradicional
729;28;Feminino;Superior Completo;2-5 SM;Nordeste;Instagram;5.6;Smart TV;Nunca;3;Não;Não;134.82;8;Tradicional
730;25;Feminino;Superior Completo;Até 2 SM;Norte;Instagram;3.5;Smartphone;Várias vezes ao dia;3;Sim;Não;74.14;8;Tradicional
731;37;Feminino;Fundamental;Até 2 SM;Sudeste;Globoplay;4.0;Smartphone;Várias vezes ao dia;7;Não;Não;67.32;6;Info Seeker
732;23;Masculino;Fundamental;2-5 SM;Centro-Oeste;TikTok;4.9;Smartphone;Nunca;2;Não;Não;54.93;10;Consumidor Moderado
733;39;Masculino;Superior Completo;5-10 SM;Norte;LinkedIn;5.8;Smartphone;Semanalmente;7;Não;Não;149.43;8;Info Seeker
734;18;Masculino;Pós-Graduação;Acima 20 SM;Norte;TikTok;6.8;Notebook;Diariamente;4;Não;Sim;18.87;4;Tradicional
735;47;Feminino;Pós-Graduação;5-10 SM;Sul;TikTok;2.5;Smartphone;Diariamente;6;Sim;Não;61.83;10;Consumidor Moderado
736;40;Masculino;Médio;10-20 SM;Sudeste;TikTok;3.4;Desktop;Várias vezes ao dia;8;Não;Não;83.96;6;Heavy Digital
737;38;Masculino;Superior Completo;Até 2 SM;Centro-Oeste;Instagram;3.0;Smartphone;Várias vezes ao dia;7;Sim;Não;78.04;10;Heavy Digital
738;46;Feminino;Médio;2-5 SM;Sul;Netflix;2.2;Desktop;Nunca;7;Não;Sim;128.19;3;Info Seeker
739;54;Feminino;Pós-Graduação;2-5 SM;Nordeste;WhatsApp;2.6;Smartphone;Nunca;8;Sim;Sim;156.15;7;Info Seeker
740;47;Feminino;Superior Incompleto;Até 2 SM;Nordeste;WhatsApp;2.3;Smartphone;Nunca;6;Sim;Não;193.01;5;Heavy Digital
741;18;Feminino;Pós-Graduação;Acima 20 SM;Sudeste;Instagram;3.0;Smartphone;Diariamente;4;Não;Sim;124.81;4;Consumidor Moderado
742;19;Feminino;Médio;2-5 SM;Sul;Facebook;5.1;Smartphone;Nunca;6;Não;Não;115.19;8;Consumidor Moderado
743;27;Feminino;Médio;Até 2 SM;Centro-Oeste;X/Twitter;5.7;Tablet;Semanalmente;3;Não;Sim;179.24;5;Info Seeker
744;35;Masculino;Superior Incompleto;2-5 SM;Sudeste;TikTok;3.4;Smartphone;Várias vezes ao dia;5;Sim;Não;188.92;4;Info Seeker
745;41;Feminino;Superior Completo;5-10 SM;Nordeste;Instagram;2.5;Notebook;Nunca;4;Sim;Não;84.55;5;Info Seeker
746;26;Masculino;Superior Incompleto;Até 2 SM;Norte;Instagram;4.9;Smartphone;Diariamente;5;Sim;Não;121.48;7;Consumidor Moderado
747;37;Feminino;Superior Completo;2-5 SM;Norte;WhatsApp;2.3;Notebook;Diariamente;6;Não;Não;40.83;5;Heavy Digital
