ID;Idade;Genero;Renda_Mensal_R$;Escolaridade;Estado_Civil;Filhos;Cidade;UF;Canal_Compra_Preferido;Influencia_Decisao;Categoria_Produto_Frequente;Gasto_Medio_Mensal_R$;Freq_Compra_Online_Mes;Usa_Cupom_Desconto;Segue_Influenciadores;Compra_Por_Impulso;Classe_Consumidor
508;53;Feminino;1602;Fundamental;Casado;2;São José dos Pinhais;PR;E-commerce;Reviews Online;Livros;2402.58;7;Sim;Não;Sim;Comprador Regular
509;31;Feminino;3054;Superior Completo;Solteiro;0;Aracaju;SE;Marketplace;Redes Sociais;Cosméticos;1849.46;15;Sim;Não;Não;Comprador Intenso
510;22;Masculino;5421;Médio;Solteiro;0;Natal;RN;Redes Sociais;Redes Sociais;Livros;2955.82;2;Sim;Sim;Sim;Comprador Regular
511;45;Masculino;1347;Pós-Graduação;Solteiro;2;Abaetetuba;PA;Loja Física;Amigos/Família;Saúde;1788.68;16;Não;Sim;Sim;Comprador Intenso
512;31;Masculino;35388;Superior Completo;Casado;0;Sorriso;MT;App Mobile;Amigos/Família;Casa/Decoração;1274.7;15;Sim;Sim;Não;Comprador Regular
513;18;Masculino;16269;Fundamental;Solteiro;3;Caracaraí;RR;App Mobile;Marca;Entretenimento;1970.73;12;Sim;Sim;Sim;Comprador Intenso
514;42;Outro;7127;Médio;Casado;0;Petrópolis;RJ;E-commerce;Propaganda TV;Cosméticos;1110.06;8;Não;Não;Não;Comprador Regular
515;27;Feminino;6007;Pós-Graduação;Casado;0;Macaíba;RN;Redes Sociais;Marca;Cosméticos;2271.03;5;Não;Não;Não;Comprador Regular
516;32;Feminino;2619;Médio;Casado;2;Três Lagoas;MS;Loja Física;Preço;Entretenimento;1526.75;10;Sim;Sim;Não;Comprador Regular
517;36;Feminino;7610;Médio;União Estável;2;Rio Branco;AC;Loja Física;Amigos/Família;Alimentos;320.55;12;Sim;Sim;Não;Comprador Regular
518;35;Masculino;2630;Médio;Casado;2;Pacaraima;RR;Marketplace;Redes Sociais;Cosméticos;2190.23;4;Sim;Não;Não;Comprador Regular
519;40;Masculino;45864;Superior Incompleto;Casado;1;Oiapoque;AP;E-commerce;Experiência Anterior;Saúde;1654.21;9;Sim;Sim;Não;Comprador Regular
520;28;Feminino;2268;Médio;Divorciado;3;São Luís;MA;App Mobile;Reviews Online;Eletrônicos;2154.34;4;Sim;Sim;Não;Comprador Regular
521;38;Feminino;2492;Superior Incompleto;Solteiro;0;Ariquemes;RO;Loja Física;Amigos/Família;Saúde;491.67;19;Não;Sim;Sim;Comprador Regular
522;30;Feminino;1338;Médio;Casado;0;Penedo;AL;Redes Sociais;Reviews Online;Saúde;2098.35;6;Não;Sim;Sim;Comprador Regular
523;41;Feminino;3063;Superior Completo;Casado;2;Rio Largo;AL;E-commerce;Experiência Anterior;Cosméticos;2524.76;5;Não;Sim;Sim;Comprador Regular
524;39;Feminino;2724;Pós-Graduação;União Estável;1;Tefé;AM;Marketplace;Experiência Anterior;Esportes;2116.24;14;Não;Não;Sim;Comprador Intenso
525;22;Feminino;9302;Superior Incompleto;Casado;3;Cabo de Santo Agostinho;PE;App Mobile;Marca;Saúde;2673.98;4;Sim;Não;Sim;Comprador Regular
526;44;Feminino;6985;Superior Completo;Casado;1;São Bernardo do Campo;SP;App Mobile;Influenciadores;Entretenimento;2345.41;13;Sim;Sim;Não;Comprador Intenso
527;27;Masculino;2201;Fundamental;Solteiro;0;Recife;PE;Redes Sociais;Amigos/Família;Alimentos;843.14;18;Não;Não;Não;Comprador Regular
528;41;Masculino;2110;Médio;União Estável;0;São Paulo;SP;Redes Sociais;Reviews Online;Saúde;1954.45;13;Sim;Sim;Não;Comprador Intenso
529;37;Feminino;22881;Superior Incompleto;Casado;1;Itacoatiara;AM;Marketplace;Reviews Online;Entretenimento;442.6;11;Sim;Sim;Não;Comprador Regular
530;53;Feminino;9531;Fundamental;Divorciado;0;Paraíso do Tocantins;TO;Loja Física;Experiência Anterior;Alimentos;2812.07;11;Não;Sim;Sim;Comprador Intenso
531;30;Masculino;2173;Médio;Solteiro;1;Cruzeiro do Sul;AC;Loja Física;Propaganda TV;Entretenimento;1876.68;11;Sim;Sim;Não;Comprador Intenso
532;29;Feminino;2791;Superior Incompleto;Casado;0;Jaboatão dos Guararapes;PE;Redes Sociais;Marca;Livros;2083.52;2;Sim;Não;Não;Comprador Regular
533;32;Feminino;12254;Superior Completo;Viúvo;1;São Cristóvão;SE;Marketplace;Redes Sociais;Livros;213.46;9;Não;Não;Sim;Comprador Regular
534;29;Masculino;3454;Pós-Graduação;Solteiro;1;Parintins;AM;Loja Física;Influenciadores;Livros;737.78;4;Sim;Não;Sim;Comprador Impulsivo
535;41;Masculino;12723;Médio;Casado;1;Chapecó;SC;Loja Física;Marca;Entretenimento;2208.9;17;Sim;Não;Não;Comprador Intenso
536;18;Masculino;5149;Superior Incompleto;Solteiro;3;Foz do Iguaçu;PR;E-commerce;Marca;Esportes;1727.04;10;Sim;Sim;Não;Comprador Regular
537;21;Masculino;1473;Superior Completo;Casado;0;Imperatriz;MA;Redes Sociais;Redes Sociais;Livros;757.01;13;Não;Sim;Sim;Comprador Regular
538;21;Feminino;23367;Superior Incompleto;Divorciado;1;Mossoró;RN;Redes Sociais;Redes Sociais;Livros;1356.6;8;Não;Não;Sim;Comprador Regular
539;43;Feminino;6081;Médio;Casado;1;Macapá;AP;App Mobile;Experiência Anterior;Viagens;2753.35;0;Não;Não;Não;Comprador Regular
540;51;Masculino;2724;Pós-Graduação;União Estável;1;Plano Piloto;DF;App Mobile;Amigos/Família;Viagens;2935.07;2;Sim;Sim;Não;Comprador Regular
541;31;Feminino;3119;Superior Incompleto;Solteiro;1;Itabuna;BA;E-commerce;Marca;Saúde;1939.99;19;Sim;Sim;Não;Comprador Intenso
542;31;Masculino;4036;Pós-Graduação;União Estável;0;Belém;PA;App Mobile;Influenciadores;Livros;2108.38;11;Sim;Sim;Sim;Comprador Intenso
543;33;Feminino;1785;Superior Completo;Divorciado;0;Olinda;PE;Marketplace;Marca;Moda;244.71;17;Não;Não;Sim;Comprador Regular
544;45;Feminino;6590;Superior Completo;Casado;0;Rio Branco;AC;Marketplace;Redes Sociais;Alimentos;2566.64;9;Sim;Sim;Não;Comprador Regular
545;22;Feminino;10547;Superior Incompleto;União Estável;1;Lauro de Freitas;BA;Redes Sociais;Amigos/Família;Cosméticos;638.77;13;Não;Sim;Não;Comprador Regular
546;35;Feminino;4793;Médio;Solteiro;1;Plano Piloto;DF;Loja Física;Marca;Livros;2345.67;0;Sim;Não;Sim;Comprador Regular
547;43;Feminino;6248;Médio;Solteiro;1;Novo Hamburgo;RS;Redes Sociais;Preço;Cosméticos;2386.92;19;Sim;Sim;Sim;Comprador Intenso
548;38;Feminino;2193;Superior Incompleto;Divorciado;0;Caucaia;CE;E-commerce;Redes Sociais;Casa/Decoração;949.75;14;Sim;Sim;Não;Comprador Regular
549;35;Feminino;3307;Superior Incompleto;Divorciado;0;Ponta Porã;MS;App Mobile;Marca;Eletrônicos;1943.26;0;Não;Sim;Sim;Comprador Regular
550;44;Feminino;3852;Pós-Graduação;Casado;2;Caruaru;PE;App Mobile;Propaganda TV;Moda;2180.52;4;Não;Sim;Não;Comprador Regular
551;18;Feminino;3860;Pós-Graduação;Solteiro;1;Sorriso;MT;App Mobile;Influenciadores;Esportes;107.87;3;Sim;Não;Não;Comprador Econômico
552;40;Feminino;5766;Médio;Casado;0;Olinda;PE;Redes Sociais;Redes Sociais;Saúde;557.38;19;Sim;Sim;Não;Comprador Regular
553;25;Masculino;1218;Médio;Solteiro;1;Ceará-Mirim;RN;Redes Sociais;Amigos/Família;Esportes;1077.06;15;Sim;Sim;Não;Comprador Regular
554;18;Feminino;5383;Pós-Graduação;Casado;3;Codó;MA;Redes Sociais;Experiência Anterior;Eletrônicos;567.99;3;Não;Sim;Sim;Comprador Impulsivo
555;38;Masculino;4001;Superior Incompleto;Solteiro;2;Juiz de Fora;MG;E-commerce;Preço;Moda;1526.93;17;Sim;Sim;Não;Comprador Intenso
556;48;Feminino;1811;Superior Incompleto;Viúvo;0;Ji-Paraná;RO;Loja Física;Amigos/Família;Esportes;1288.65;9;Não;Sim;Sim;Comprador Regular
557;31;Masculino;12437;Médio;Divorciado;1;Imperatriz;MA;Loja Física;Marca;Esportes;1903.86;4;Não;Sim;Sim;Comprador Regular
558;43;Feminino;13712;Pós-Graduação;Casado;2;Serra;ES;Loja Física;Propaganda TV;Viagens;262.15;8;Sim;Sim;Não;Comprador Regular
559;50;Feminino;1205;Fundamental;Solteiro;1;Nossa Senhora do Socorro;SE;Redes Sociais;Experiência Anterior;Eletrônicos;743.09;4;Não;Não;Não;Comprador Econômico
560;47;Feminino;2088;Superior Incompleto;Solteiro;0;Itajaí;SC;Redes Sociais;Experiência Anterior;Saúde;2547.49;13;Não;Sim;Sim;Comprador Intenso
561;51;Feminino;11101;Médio;Casado;0;Samambaia;DF;Loja Física;Propaganda TV;Entretenimento;1438.06;15;Não;Não;Não;Comprador Regular
562;41;Feminino;5525;Superior Completo;Casado;0;Paraíso do Tocantins;TO;Marketplace;Amigos/Família;Viagens;2899.35;14;Não;Sim;Sim;Comprador Intenso
563;33;Feminino;3066;Superior Incompleto;Solteiro;0;São Gonçalo;RJ;E-commerce;Propaganda TV;Cosméticos;2155.91;4;Sim;Sim;Não;Comprador Regular
564;18;Masculino;4190;Pós-Graduação;Casado;2;Fortaleza;CE;Loja Física;Reviews Online;Livros;421.41;19;Sim;Não;Não;Comprador Regular
565;30;Masculino;4486;Fundamental;Solteiro;0;Santarém;PA;App Mobile;Preço;Eletrônicos;485.71;15;Sim;Sim;Não;Comprador Regular
566;23;Feminino;13575;Médio;Solteiro;2;Goiânia;GO;Marketplace;Propaganda TV;Cosméticos;2101.02;2;Sim;Sim;Não;Comprador Regular
567;56;Feminino;2190;Superior Completo;Solteiro;2;Vila Velha;ES;Marketplace;Reviews Online;Viagens;2291.03;10;Sim;Não;Não;Comprador Regular
568;31;Masculino;1948;Médio;Casado;1;Santa Maria;RS;Redes Sociais;Experiência Anterior;Livros;348.84;20;Sim;Sim;Não;Comprador Regular
569;34;Feminino;7070;Superior Incompleto;Viúvo;0;São José;SC;Redes Sociais;Influenciadores;Eletrônicos;1189.18;4;Sim;Não;Não;Comprador Regular
570;39;Feminino;4022;Pós-Graduação;Casado;3;Três Lagoas;MS;Marketplace;Reviews Online;Entretenimento;1807.01;2;Não;Não;Não;Comprador Regular
571;33;Masculino;12308;Pós-Graduação;Solteiro;0;Samambaia;DF;App Mobile;Experiência Anterior;Alimentos;1419.16;0;Sim;Sim;Não;Comprador Regular
572;51;Feminino;2594;Pós-Graduação;Divorciado;0;Belém;PA;Loja Física;Preço;Cosméticos;1213.87;14;Não;Não;Não;Comprador Regular
573;26;Masculino;2104;Pós-Graduação;Casado;0;João Pessoa;PB;App Mobile;Marca;Viagens;1185.15;18;Sim;Não;Não;Comprador Regular
574;35;Feminino;5859;Médio;Divorciado;2;Petrolina;PE;E-commerce;Amigos/Família;Esportes;1217.87;0;Não;Sim;Não;Comprador Regular
575;24;Feminino;5165;Fundamental;Divorciado;1;Ribeirão Preto;SP;Redes Sociais;Influenciadores;Cosméticos;609.23;20;Sim;Não;Sim;Comprador Regular
576;18;Feminino;3259;Pós-Graduação;Solteiro;0;Osasco;SP;E-commerce;Influenciadores;Viagens;2042.36;5;Sim;Não;Não;Comprador Regular
577;26;Masculino;7181;Pós-Graduação;Solteiro;1;Montes Claros;MG;Loja Física;Influenciadores;Saúde;268.32;2;Não;Não;Não;Comprador Econômico
578;32;Masculino;4343;Médio;Viúvo;0;Caxias;MA;E-commerce;Amigos/Família;Eletrônicos;1773.17;9;Sim;Sim;Não;Comprador Regular
579;28;Masculino;12063;Superior Incompleto;Divorciado;1;Juazeiro do Norte;CE;Loja Física;Influenciadores;Entretenimento;1592.4;15;Sim;Sim;Não;Comprador Intenso
580;25;Masculino;5938;Superior Incompleto;Casado;0;Oiapoque;AP;App Mobile;Amigos/Família;Livros;2957.33;0;Não;Sim;Sim;Comprador Regular
581;18;Feminino;1956;Superior Completo;Solteiro;3;Recife;PE;Loja Física;Redes Sociais;Viagens;2273.12;14;Sim;Não;Sim;Comprador Intenso
582;32;Feminino;19758;Superior Incompleto;Divorciado;0;Dourados;MS;Redes Sociais;Redes Sociais;Entretenimento;80.93;1;Sim;Sim;Não;Comprador Econômico
583;18;Masculino;1446;Médio;Divorciado;2;Santana;AP;Marketplace;Redes Sociais;Eletrônicos;76.23;2;Não;Sim;Sim;Comprador Impulsivo
584;41;Masculino;44679;Superior Incompleto;Divorciado;2;Rio Largo;AL;App Mobile;Experiência Anterior;Livros;302.41;9;Sim;Sim;Não;Comprador Regular
585;33;Masculino;7963;Superior Incompleto;Casado;2;Dourados;MS;Redes Sociais;Influenciadores;Cosméticos;2323.66;2;Sim;Sim;Sim;Comprador Regular
586;18;Feminino;14556;Pós-Graduação;Casado;1;Luziânia;GO;App Mobile;Reviews Online;Entretenimento;1234.98;17;Sim;Não;Sim;Comprador Regular
587;29;Feminino;12350;Superior Completo;Casado;2;Tangará da Serra;MT;Marketplace;Reviews Online;Esportes;1119.31;19;Sim;Não;Não;Comprador Regular
588;24;Feminino;5262;Superior Incompleto;Solteiro;0;Brasília;DF;E-commerce;Preço;Alimentos;2259.05;12;Não;Não;Não;Comprador Intenso
589;36;Feminino;6640;Pós-Graduação;Casado;2;Caxias;MA;E-commerce;Influenciadores;Esportes;1128.86;1;Sim;Não;Sim;Comprador Regular
590;47;Masculino;3641;Médio;União Estável;3;Joinville;SC;Marketplace;Propaganda TV;Casa/Decoração;1337.14;0;Não;Sim;Não;Comprador Regular
591;18;Feminino;23179;Superior Completo;Solteiro;2;Viamão;RS;Marketplace;Influenciadores;Casa/Decoração;2372.03;1;Não;Não;Não;Comprador Regular
592;34;Feminino;1297;Médio;Casado;0;Itajaí;SC;Loja Física;Amigos/Família;Saúde;314.82;2;Sim;Não;Sim;Comprador Impulsivo
593;31;Feminino;2466;Fundamental;Divorciado;1;Santana;AP;App Mobile;Preço;Casa/Decoração;765.56;14;Sim;Sim;Não;Comprador Regular
594;40;Feminino;1985;Pós-Graduação;União Estável;2;Salvador;BA;Marketplace;Preço;Alimentos;2196.05;18;Não;Sim;Não;Comprador Intenso
595;35;Masculino;2227;Médio;Casado;1;Samambaia;DF;E-commerce;Influenciadores;Moda;2638.33;16;Sim;Sim;Sim;Comprador Intenso
596;24;Feminino;2613;Médio;União Estável;0;Linhares;ES;Redes Sociais;Experiência Anterior;Esportes;691.81;18;Não;Não;Não;Comprador Regular
597;29;Masculino;8576;Superior Completo;Viúvo;1;Boa Vista;RR;Loja Física;Propaganda TV;Alimentos;1746.06;17;Não;Não;Sim;Comprador Intenso
598;24;Feminino;1232;Superior Completo;Solteiro;2;Campina Grande;PB;Redes Sociais;Marca;Entretenimento;971.31;12;Sim;Não;Não;Comprador Regular
599;44;Feminino;2617;Superior Incompleto;Casado;1;Ceilândia;DF;Marketplace;Preço;Esportes;88.51;19;Não;Não;Sim;Comprador Regular
600;33;Feminino;2854;Médio;Casado;0;Linhares;ES;E-commerce;Reviews Online;Esportes;1798.1;18;Sim;Sim;Não;Comprador Intenso
601;53;Masculino;30946;Superior Incompleto;Casado;2;Pacaraima;RR;Loja Física;Experiência Anterior;Esportes;580.6;15;Não;Não;Sim;Comprador Regular
602;32;Feminino;4236;Superior Completo;Solteiro;1;Curitiba;PR;Redes Sociais;Influenciadores;Moda;2960.17;1;Sim;Não;Sim;Comprador Regular
603;25;Feminino;6261;Médio;Casado;0;Piripiri;PI;Marketplace;Redes Sociais;Saúde;2241.01;18;Sim;Sim;Sim;Comprador Intenso
604;18;Feminino;4263;Superior Completo;União Estável;1;Palmas;TO;Loja Física;Reviews Online;Moda;1882.78;5;Sim;Sim;Não;Comprador Regular
605;18;Feminino;2483;Fundamental;Casado;2;Águas Lindas de Goiás;GO;Marketplace;Propaganda TV;Casa/Decoração;336.75;0;Sim;Sim;Não;Comprador Econômico
606;18;Outro;10333;Superior Completo;Solteiro;0;Santa Rita;PB;Marketplace;Propaganda TV;Cosméticos;1742.13;11;Sim;Sim;Não;Comprador Intenso
607;35;Masculino;3800;Pós-Graduação;Casado;0;Anápolis;GO;E-commerce;Preço;Casa/Decoração;1891.67;3;Não;Sim;Não;Comprador Regular
608;38;Feminino;1425;Superior Completo;União Estável;1;Plano Piloto;DF;App Mobile;Amigos/Família;Saúde;2001.84;17;Sim;Não;Não;Comprador Intenso
609;18;Masculino;22225;Médio;Solteiro;3;Porto Alegre;RS;Loja Física;Marca;Alimentos;80.71;16;Sim;Não;Não;Comprador Regular
610;42;Feminino;2377;Superior Incompleto;Casado;2;Nossa Senhora do Socorro;SE;App Mobile;Reviews Online;Saúde;2027.22;5;Não;Não;Não;Comprador Regular
611;27;Masculino;2553;Médio;Solteiro;3;Bayeux;PB;Redes Sociais;Amigos/Família;Casa/Decoração;258.59;13;Não;Sim;Sim;Comprador Regular
612;34;Feminino;2452;Superior Incompleto;Divorciado;0;Rondonópolis;MT;Marketplace;Amigos/Família;Moda;2637.5;7;Sim;Não;Não;Comprador Regular
613;50;Feminino;12556;Médio;Divorciado;2;Uberlândia;MG;App Mobile;Influenciadores;Casa/Decoração;1351.22;2;Não;Sim;Sim;Comprador Regular
614;42;Feminino;2607;Superior Completo;Divorciado;2;Itacoatiara;AM;Redes Sociais;Amigos/Família;Esportes;495.83;7;Sim;Sim;Não;Comprador Regular
615;30;Masculino;14215;Pós-Graduação;União Estável;2;Maceió;AL;Marketplace;Preço;Eletrônicos;2062.68;16;Não;Sim;Não;Comprador Intenso
616;23;Feminino;9012;Pós-Graduação;Casado;2;Londrina;PR;E-commerce;Reviews Online;Casa/Decoração;1532.74;4;Não;Sim;Sim;Comprador Regular
617;18;Feminino;12095;Superior Completo;Casado;0;Mossoró;RN;Loja Física;Experiência Anterior;Esportes;981.03;4;Sim;Não;Não;Comprador Regular
618;25;Feminino;13052;Superior Incompleto;Solteiro;2;Serra;ES;Marketplace;Propaganda TV;Viagens;1667.5;6;Não;Sim;Sim;Comprador Regular
619;30;Feminino;2134;Fundamental;Solteiro;2;Vilhena;RO;Loja Física;Reviews Online;Saúde;2004.48;15;Não;Não;Não;Comprador Intenso
620;22;Feminino;1644;Superior Incompleto;União Estável;2;Santana;AP;App Mobile;Marca;Esportes;2472.14;9;Não;Sim;Não;Comprador Regular
621;31;Masculino;2396;Médio;Solteiro;2;Nova Iguaçu;RJ;Redes Sociais;Reviews Online;Eletrônicos;891.35;19;Não;Sim;Não;Comprador Regular
622;33;Feminino;3105;Pós-Graduação;Solteiro;1;Águas Lindas de Goiás;GO;Redes Sociais;Reviews Online;Moda;1512.35;14;Sim;Não;Não;Comprador Intenso
623;30;Masculino;2129;Superior Completo;Solteiro;1;Bayeux;PB;Loja Física;Propaganda TV;Alimentos;2760.56;4;Não;Sim;Sim;Comprador Regular
624;25;Masculino;3421;Superior Completo;Viúvo;0;Viamão;RS;E-commerce;Reviews Online;Viagens;582.67;14;Sim;Não;Não;Comprador Regular
625;34;Feminino;4954;Superior Completo;Solteiro;2;Anápolis;GO;App Mobile;Preço;Saúde;1945.75;11;Sim;Não;Sim;Comprador Intenso
626;37;Masculino;2344;Superior Completo;Divorciado;1;Ananindeua;PA;Marketplace;Preço;Eletrônicos;2441.7;4;Não;Sim;Não;Comprador Regular
627;21;Masculino;20463;Superior Completo;Divorciado;0;Salvador;BA;Redes Sociais;Reviews Online;Entretenimento;2252.34;5;Sim;Sim;Não;Comprador Regular
628;48;Feminino;4443;Pós-Graduação;Casado;1;São Luís;MA;App Mobile;Influenciadores;Alimentos;2181.65;16;Não;Sim;Não;Comprador Intenso
629;31;Feminino;7527;Superior Completo;Casado;3;Santa Rita;PB;Loja Física;Experiência Anterior;Entretenimento;2052.82;9;Não;Sim;Não;Comprador Regular
630;33;Masculino;1483;Fundamental;Divorciado;1;Anápolis;GO;Loja Física;Amigos/Família;Casa/Decoração;1016.64;12;Não;Sim;Sim;Comprador Regular
631;40;Masculino;11788;Superior Completo;Casado;0;Ponta Porã;MS;App Mobile;Marca;Casa/Decoração;1048.22;14;Não;Sim;Não;Comprador Regular
632;35;Masculino;3229;Médio;União Estável;2;São Gonçalo;RJ;Redes Sociais;Preço;Eletrônicos;307.01;15;Sim;Sim;Não;Comprador Regular
633;43;Feminino;4514;Médio;Casado;0;Santa Maria;RS;Redes Sociais;Redes Sociais;Entretenimento;672.59;7;Sim;Não;Não;Comprador Regular
634;36;Feminino;10725;Superior Completo;Casado;2;Picos;PI;Marketplace;Marca;Entretenimento;2608.39;3;Não;Não;Não;Comprador Regular
635;26;Masculino;4188;Pós-Graduação;União Estável;2;Cachoeiro de Itapemirim;ES;Marketplace;Experiência Anterior;Saúde;2720.5;5;Sim;Sim;Sim;Comprador Regular
636;36;Feminino;3379;Médio;Casado;2;Gurupi;TO;Marketplace;Influenciadores;Casa/Decoração;1378.9;1;Não;Sim;Não;Comprador Regular
637;20;Feminino;1379;Médio;Solteiro;0;Tarauacá;AC;Marketplace;Influenciadores;Moda;805.09;2;Não;Sim;Não;Comprador Regular
638;34;Masculino;45213;Médio;Casado;2;Macapá;AP;Loja Física;Redes Sociais;Alimentos;1275.16;20;Não;Sim;Não;Comprador Regular
639;32;Masculino;7432;Médio;Casado;0;Porto Velho;RO;Redes Sociais;Preço;Cosméticos;88.6;17;Sim;Não;Não;Comprador Regular
640;30;Masculino;1659;Fundamental;Casado;0;Olinda;PE;App Mobile;Reviews Online;Cosméticos;1438.99;10;Sim;Sim;Não;Comprador Regular
641;31;Masculino;1790;Médio;Casado;2;Ponta Porã;MS;App Mobile;Propaganda TV;Moda;1229.3;0;Sim;Sim;Não;Comprador Regular
642;18;Masculino;2359;Médio;Casado;2;Ji-Paraná;RO;Loja Física;Experiência Anterior;Livros;2253.74;9;Sim;Não;Não;Comprador Regular
643;26;Masculino;5222;Superior Completo;Divorciado;2;Sinop;MT;Marketplace;Reviews Online;Viagens;793.71;20;Sim;Não;Sim;Comprador Regular
644;34;Feminino;40941;Superior Incompleto;Solteiro;1;Taguatinga;DF;Loja Física;Redes Sociais;Esportes;857.35;4;Sim;Sim;Não;Comprador Regular
645;34;Feminino;32545;Médio;Divorciado;1;São Luís;MA;App Mobile;Marca;Entretenimento;1607.15;16;Sim;Sim;Sim;Comprador Intenso
646;21;Masculino;6226;Pós-Graduação;Solteiro;2;Sinop;MT;Redes Sociais;Redes Sociais;Casa/Decoração;2090.68;14;Sim;Sim;Não;Comprador Intenso
647;46;Feminino;2225;Superior Completo;Viúvo;1;São José de Ribamar;MA;Loja Física;Reviews Online;Cosméticos;247.98;20;Não;Sim;Sim;Comprador Regular
648;23;Masculino;18389;Superior Incompleto;Casado;2;Cascavel;PR;E-commerce;Preço;Saúde;1123.29;13;Sim;Não;Sim;Comprador Regular
649;43;Masculino;6902;Fundamental;Casado;2;Boa Vista;RR;Marketplace;Preço;Moda;220.96;15;Sim;Sim;Não;Comprador Regular
650;37;Masculino;3687;Médio;Solteiro;1;Parauapebas;PA;Loja Física;Experiência Anterior;Viagens;1778.77;4;Não;Sim;Não;Comprador Regular
651;25;Feminino;1349;Superior Incompleto;União Estável;1;Gurupi;TO;E-commerce;Reviews Online;Esportes;2819.41;1;Sim;Não;Não;Comprador Regular
652;52;Masculino;3633;Superior Incompleto;Casado;1;Santa Rita;PB;E-commerce;Marca;Cosméticos;2868.03;19;Sim;Não;Sim;Comprador Intenso
653;19;Feminino;25679;Médio;Solteiro;3;Plano Piloto;DF;Redes Sociais;Propaganda TV;Saúde;1316.79;9;Sim;Sim;Não;Comprador Regular
654;43;Masculino;1547;Médio;Casado;1;Araguaína;TO;Redes Sociais;Preço;Eletrônicos;165.03;12;Sim;Não;Não;Comprador Regular
655;44;Masculino;10753;Superior Completo;Casado;2;Ilhéus;BA;E-commerce;Amigos/Família;Viagens;1491.69;5;Sim;Não;Não;Comprador Regular
656;25;Feminino;5148;Superior Completo;Casado;0;Patos;PB;E-commerce;Experiência Anterior;Moda;775.83;6;Sim;Sim;Sim;Comprador Regular
657;48;Masculino;48699;Superior Incompleto;Solteiro;1;Santo André;SP;App Mobile;Influenciadores;Entretenimento;251.45;12;Sim;Sim;Sim;Comprador Regular
658;30;Masculino;2501;Superior Completo;Casado;1;Crato;CE;Redes Sociais;Propaganda TV;Eletrônicos;2604.09;20;Sim;Não;Sim;Comprador Intenso
659;36;Masculino;32917;Superior Incompleto;Viúvo;1;Floriano;PI;Marketplace;Marca;Eletrônicos;2974.72;19;Sim;Sim;Não;Comprador Intenso
660;35;Masculino;4055;Superior Incompleto;Casado;2;Coari;AM;E-commerce;Redes Sociais;Casa/Decoração;1071.48;2;Sim;Sim;Não;Comprador Regular
661;31;Masculino;10562;Superior Incompleto;Solteiro;2;Ananindeua;PA;Redes Sociais;Redes Sociais;Eletrônicos;359.62;20;Não;Sim;Não;Comprador Regular
662;41;Masculino;2447;Superior Completo;Casado;2;Linhares;ES;Redes Sociais;Experiência Anterior;Alimentos;1294.58;7;Não;Sim;Não;Comprador Regular
663;41;Masculino;12088;Superior Incompleto;Solteiro;2;Santana;AP;E-commerce;Marca;Cosméticos;2661.83;19;Sim;Não;Não;Comprador Intenso
664;18;Masculino;5151;Fundamental;Divorciado;3;Rio Largo;AL;E-commerce;Amigos/Família;Entretenimento;1480.18;2;Sim;Sim;Sim;Comprador Regular
665;47;Masculino;5313;Médio;Divorciado;1;Sena Madureira;AC;Redes Sociais;Propaganda TV;Cosméticos;476.36;8;Sim;Não;Sim;Comprador Regular
666;18;Masculino;2586;Fundamental;Casado;0;Caucaia;CE;Loja Física;Experiência Anterior;Casa/Decoração;1989.93;16;Não;Sim;Não;Comprador Intenso
667;44;Masculino;2529;Superior Completo;Casado;0;Goiânia;GO;Marketplace;Redes Sociais;Entretenimento;2706.11;15;Sim;Não;Não;Comprador Intenso
668;45;Feminino;2280;Superior Incompleto;Solteiro;1;Cabo de Santo Agostinho;PE;E-commerce;Amigos/Família;Entretenimento;613.99;20;Não;Não;Sim;Comprador Regular
669;20;Masculino;5678;Médio;Solteiro;3;Taguatinga;DF;E-commerce;Amigos/Família;Casa/Decoração;2131.26;15;Sim;Não;Sim;Comprador Intenso
670;28;Feminino;12782;Médio;Viúvo;0;Rorainópolis;RR;App Mobile;Propaganda TV;Casa/Decoração;1894.28;14;Não;Sim;Sim;Comprador Intenso
671;20;Masculino;3405;Médio;Solteiro;0;Bayeux;PB;Marketplace;Marca;Moda;448.13;14;Não;Sim;Não;Comprador Regular
672;30;Feminino;8543;Superior Incompleto;Casado;2;São Cristóvão;SE;Redes Sociais;Marca;Casa/Decoração;2952.29;8;Sim;Não;Não;Comprador Regular
673;29;Masculino;10893;Médio;Casado;2;Parnamirim;RN;App Mobile;Propaganda TV;Alimentos;238.96;14;Sim;Sim;Não;Comprador Regular
674;41;Feminino;14730;Médio;União Estável;1;Itajaí;SC;E-commerce;Influenciadores;Eletrônicos;2307.28;7;Não;Não;Não;Comprador Regular
675;47;Masculino;5022;Fundamental;Divorciado;0;Caracaraí;RR;Marketplace;Influenciadores;Moda;550.9;0;Sim;Sim;Não;Comprador Econômico
676;48;Feminino;1531;Médio;Casado;3;Castanhal;PA;Marketplace;Propaganda TV;Saúde;1465.59;16;Sim;Sim;Sim;Comprador Regular
677;26;Feminino;19458;Superior Completo;União Estável;1;São José;SC;Redes Sociais;Amigos/Família;Cosméticos;600.1;20;Não;Sim;Sim;Comprador Regular
678;30;Masculino;3587;Médio;Solteiro;1;Ilhéus;BA;Redes Sociais;Preço;Alimentos;234.72;9;Não;Sim;Sim;Comprador Regular
